item_id,version_no,category_key,parent_id,parent_version,parent_category
W01000484,1,Geog/LSOA,524,1,Geog/LA
W01000485,1,Geog/LSOA,524,1,Geog/LA
W01000541,1,Geog/LSOA,526,1,Geog/LA
W01000486,1,Geog/LSOA,524,1,Geog/LA
W01000487,1,Geog/LSOA,524,1,Geog/LA
W01000590,1,Geog/LSOA,528,1,Geog/LA
W01000448,1,Geog/LSOA,524,1,Geog/LA
W01000152,1,Geog/LSOA,516,1,Geog/LA
W01000542,1,Geog/LSOA,526,1,Geog/LA
W01000273,1,Geog/LSOA,520,1,Geog/LA
W01000342,1,Geog/LSOA,522,1,Geog/LA
W01000488,1,Geog/LSOA,524,1,Geog/LA
W01000591,1,Geog/LSOA,528,1,Geog/LA
W01000449,1,Geog/LSOA,524,1,Geog/LA
W01000394,1,Geog/LSOA,522,1,Geog/LA
W01000153,1,Geog/LSOA,516,1,Geog/LA
W01000543,1,Geog/LSOA,526,1,Geog/LA
W01000274,1,Geog/LSOA,520,1,Geog/LA
W01000343,1,Geog/LSOA,522,1,Geog/LA
W01000489,1,Geog/LSOA,524,1,Geog/LA
W01000592,1,Geog/LSOA,528,1,Geog/LA
W01000450,1,Geog/LSOA,524,1,Geog/LA
W01000395,1,Geog/LSOA,522,1,Geog/LA
W01000154,1,Geog/LSOA,516,1,Geog/LA
W01000275,1,Geog/LSOA,520,1,Geog/LA
W01000344,1,Geog/LSOA,522,1,Geog/LA
W01000492,1,Geog/LSOA,524,1,Geog/LA
W01000451,1,Geog/LSOA,524,1,Geog/LA
W01000155,1,Geog/LSOA,516,1,Geog/LA
W01000276,1,Geog/LSOA,520,1,Geog/LA
W01000345,1,Geog/LSOA,522,1,Geog/LA
W01000493,1,Geog/LSOA,524,1,Geog/LA
W01000594,1,Geog/LSOA,528,1,Geog/LA
W01000452,1,Geog/LSOA,524,1,Geog/LA
W01000545,1,Geog/LSOA,526,1,Geog/LA
W01000156,1,Geog/LSOA,516,1,Geog/LA
W01000277,1,Geog/LSOA,520,1,Geog/LA
W01000346,1,Geog/LSOA,522,1,Geog/LA
W01000494,1,Geog/LSOA,524,1,Geog/LA
W01000595,1,Geog/LSOA,528,1,Geog/LA
W01000453,1,Geog/LSOA,524,1,Geog/LA
W01000398,1,Geog/LSOA,522,1,Geog/LA
W01000546,1,Geog/LSOA,526,1,Geog/LA
W01000157,1,Geog/LSOA,516,1,Geog/LA
W01000278,1,Geog/LSOA,520,1,Geog/LA
W01000347,1,Geog/LSOA,522,1,Geog/LA
W01000496,1,Geog/LSOA,524,1,Geog/LA
W01000596,1,Geog/LSOA,528,1,Geog/LA
W01000454,1,Geog/LSOA,524,1,Geog/LA
W01000399,1,Geog/LSOA,522,1,Geog/LA
W01000547,1,Geog/LSOA,526,1,Geog/LA
W01000158,1,Geog/LSOA,516,1,Geog/LA
W01000279,1,Geog/LSOA,520,1,Geog/LA
W01000348,1,Geog/LSOA,522,1,Geog/LA
W01000497,1,Geog/LSOA,524,1,Geog/LA
W01000597,1,Geog/LSOA,528,1,Geog/LA
W01000455,1,Geog/LSOA,524,1,Geog/LA
W01000400,1,Geog/LSOA,522,1,Geog/LA
W01000548,1,Geog/LSOA,526,1,Geog/LA
W01000159,1,Geog/LSOA,516,1,Geog/LA
W01000280,1,Geog/LSOA,520,1,Geog/LA
W01000349,1,Geog/LSOA,522,1,Geog/LA
W01000498,1,Geog/LSOA,524,1,Geog/LA
W01000598,1,Geog/LSOA,528,1,Geog/LA
W01000456,1,Geog/LSOA,524,1,Geog/LA
W01000401,1,Geog/LSOA,522,1,Geog/LA
W01000549,1,Geog/LSOA,526,1,Geog/LA
W01000162,1,Geog/LSOA,516,1,Geog/LA
W01000281,1,Geog/LSOA,520,1,Geog/LA
W01000350,1,Geog/LSOA,522,1,Geog/LA
W01000499,1,Geog/LSOA,524,1,Geog/LA
W01000599,1,Geog/LSOA,528,1,Geog/LA
W01000457,1,Geog/LSOA,524,1,Geog/LA
W01000402,1,Geog/LSOA,522,1,Geog/LA
W01000550,1,Geog/LSOA,526,1,Geog/LA
W01000163,1,Geog/LSOA,516,1,Geog/LA
W01000282,1,Geog/LSOA,520,1,Geog/LA
W01000351,1,Geog/LSOA,522,1,Geog/LA
W01000500,1,Geog/LSOA,524,1,Geog/LA
W01000600,1,Geog/LSOA,528,1,Geog/LA
W01000458,1,Geog/LSOA,524,1,Geog/LA
W01000403,1,Geog/LSOA,522,1,Geog/LA
W01000551,1,Geog/LSOA,526,1,Geog/LA
W01000164,1,Geog/LSOA,516,1,Geog/LA
W01000165,1,Geog/LSOA,516,1,Geog/LA
W01000166,1,Geog/LSOA,516,1,Geog/LA
W01000167,1,Geog/LSOA,516,1,Geog/LA
W01000168,1,Geog/LSOA,516,1,Geog/LA
W01000169,1,Geog/LSOA,516,1,Geog/LA
W01000170,1,Geog/LSOA,516,1,Geog/LA
W01000171,1,Geog/LSOA,516,1,Geog/LA
W01000172,1,Geog/LSOA,516,1,Geog/LA
W01000173,1,Geog/LSOA,516,1,Geog/LA
W01000174,1,Geog/LSOA,516,1,Geog/LA
W01000175,1,Geog/LSOA,516,1,Geog/LA
W01000176,1,Geog/LSOA,516,1,Geog/LA
W01000177,1,Geog/LSOA,516,1,Geog/LA
W01000178,1,Geog/LSOA,516,1,Geog/LA
W01000179,1,Geog/LSOA,516,1,Geog/LA
W01000180,1,Geog/LSOA,516,1,Geog/LA
W01000181,1,Geog/LSOA,516,1,Geog/LA
W01000182,1,Geog/LSOA,516,1,Geog/LA
W01000183,1,Geog/LSOA,516,1,Geog/LA
W01000322,1,Geog/LSOA,520,1,Geog/LA
W01000323,1,Geog/LSOA,520,1,Geog/LA
W01000324,1,Geog/LSOA,520,1,Geog/LA
W01000325,1,Geog/LSOA,520,1,Geog/LA
W01000326,1,Geog/LSOA,520,1,Geog/LA
W01000327,1,Geog/LSOA,520,1,Geog/LA
W01000328,1,Geog/LSOA,520,1,Geog/LA
W01000329,1,Geog/LSOA,520,1,Geog/LA
W01000330,1,Geog/LSOA,520,1,Geog/LA
W01000331,1,Geog/LSOA,520,1,Geog/LA
W01000332,1,Geog/LSOA,520,1,Geog/LA
W01000333,1,Geog/LSOA,520,1,Geog/LA
W01000334,1,Geog/LSOA,520,1,Geog/LA
W01000335,1,Geog/LSOA,520,1,Geog/LA
W01000336,1,Geog/LSOA,520,1,Geog/LA
W01000337,1,Geog/LSOA,520,1,Geog/LA
W01000338,1,Geog/LSOA,520,1,Geog/LA
W01000339,1,Geog/LSOA,520,1,Geog/LA
W01000340,1,Geog/LSOA,520,1,Geog/LA
W01000341,1,Geog/LSOA,522,1,Geog/LA
W01000283,1,Geog/LSOA,520,1,Geog/LA
W01000459,1,Geog/LSOA,524,1,Geog/LA
W01000284,1,Geog/LSOA,520,1,Geog/LA
W01000404,1,Geog/LSOA,522,1,Geog/LA
W01000601,1,Geog/LSOA,528,1,Geog/LA
W01000460,1,Geog/LSOA,524,1,Geog/LA
W01000285,1,Geog/LSOA,520,1,Geog/LA
W01000501,1,Geog/LSOA,524,1,Geog/LA
W01000405,1,Geog/LSOA,522,1,Geog/LA
W01000602,1,Geog/LSOA,528,1,Geog/LA
W01000461,1,Geog/LSOA,524,1,Geog/LA
W01000286,1,Geog/LSOA,520,1,Geog/LA
W01000502,1,Geog/LSOA,524,1,Geog/LA
W01000552,1,Geog/LSOA,526,1,Geog/LA
W01000406,1,Geog/LSOA,522,1,Geog/LA
W01000603,1,Geog/LSOA,528,1,Geog/LA
W01000464,1,Geog/LSOA,524,1,Geog/LA
W01000287,1,Geog/LSOA,520,1,Geog/LA
W01000503,1,Geog/LSOA,524,1,Geog/LA
W01000553,1,Geog/LSOA,528,1,Geog/LA
W01000407,1,Geog/LSOA,522,1,Geog/LA
W01000354,1,Geog/LSOA,522,1,Geog/LA
W01000604,1,Geog/LSOA,528,1,Geog/LA
W01000465,1,Geog/LSOA,524,1,Geog/LA
W01000288,1,Geog/LSOA,520,1,Geog/LA
W01000504,1,Geog/LSOA,524,1,Geog/LA
W01000554,1,Geog/LSOA,528,1,Geog/LA
W01000408,1,Geog/LSOA,522,1,Geog/LA
W01000355,1,Geog/LSOA,522,1,Geog/LA
W01000605,1,Geog/LSOA,528,1,Geog/LA
W01000466,1,Geog/LSOA,524,1,Geog/LA
W01000289,1,Geog/LSOA,520,1,Geog/LA
W01000505,1,Geog/LSOA,524,1,Geog/LA
W01000555,1,Geog/LSOA,528,1,Geog/LA
W01000409,1,Geog/LSOA,522,1,Geog/LA
W01000356,1,Geog/LSOA,522,1,Geog/LA
W01000606,1,Geog/LSOA,528,1,Geog/LA
W01000467,1,Geog/LSOA,524,1,Geog/LA
W01000290,1,Geog/LSOA,520,1,Geog/LA
W01000506,1,Geog/LSOA,526,1,Geog/LA
W01000556,1,Geog/LSOA,528,1,Geog/LA
W01000410,1,Geog/LSOA,522,1,Geog/LA
W01000359,1,Geog/LSOA,522,1,Geog/LA
W01000607,1,Geog/LSOA,528,1,Geog/LA
W01000470,1,Geog/LSOA,524,1,Geog/LA
W01000291,1,Geog/LSOA,520,1,Geog/LA
W01000507,1,Geog/LSOA,526,1,Geog/LA
W01000557,1,Geog/LSOA,528,1,Geog/LA
W01000411,1,Geog/LSOA,522,1,Geog/LA
W01000360,1,Geog/LSOA,522,1,Geog/LA
W01000608,1,Geog/LSOA,528,1,Geog/LA
W01000471,1,Geog/LSOA,524,1,Geog/LA
W01000292,1,Geog/LSOA,520,1,Geog/LA
W01000508,1,Geog/LSOA,526,1,Geog/LA
W01000558,1,Geog/LSOA,528,1,Geog/LA
W01000412,1,Geog/LSOA,522,1,Geog/LA
W01000361,1,Geog/LSOA,522,1,Geog/LA
W01000609,1,Geog/LSOA,528,1,Geog/LA
W01000472,1,Geog/LSOA,524,1,Geog/LA
W01000293,1,Geog/LSOA,520,1,Geog/LA
W01000509,1,Geog/LSOA,526,1,Geog/LA
W01000559,1,Geog/LSOA,528,1,Geog/LA
W01000560,1,Geog/LSOA,528,1,Geog/LA
W01000561,1,Geog/LSOA,528,1,Geog/LA
W01000562,1,Geog/LSOA,528,1,Geog/LA
W01000563,1,Geog/LSOA,528,1,Geog/LA
W01000564,1,Geog/LSOA,528,1,Geog/LA
W01000565,1,Geog/LSOA,528,1,Geog/LA
W01000566,1,Geog/LSOA,528,1,Geog/LA
W01000567,1,Geog/LSOA,528,1,Geog/LA
W01000569,1,Geog/LSOA,528,1,Geog/LA
W01000570,1,Geog/LSOA,528,1,Geog/LA
W01000571,1,Geog/LSOA,528,1,Geog/LA
W01000572,1,Geog/LSOA,528,1,Geog/LA
W01000573,1,Geog/LSOA,528,1,Geog/LA
W01000574,1,Geog/LSOA,528,1,Geog/LA
W01000575,1,Geog/LSOA,528,1,Geog/LA
W01000576,1,Geog/LSOA,528,1,Geog/LA
W01000577,1,Geog/LSOA,528,1,Geog/LA
W01000578,1,Geog/LSOA,528,1,Geog/LA
W01000579,1,Geog/LSOA,528,1,Geog/LA
W01000580,1,Geog/LSOA,528,1,Geog/LA
W01000581,1,Geog/LSOA,528,1,Geog/LA
W01000582,1,Geog/LSOA,528,1,Geog/LA
W01000583,1,Geog/LSOA,528,1,Geog/LA
W01000584,1,Geog/LSOA,528,1,Geog/LA
W01000585,1,Geog/LSOA,528,1,Geog/LA
W01000586,1,Geog/LSOA,528,1,Geog/LA
W01000587,1,Geog/LSOA,528,1,Geog/LA
W01000588,1,Geog/LSOA,528,1,Geog/LA
W01000589,1,Geog/LSOA,528,1,Geog/LA
W01000413,1,Geog/LSOA,522,1,Geog/LA
W01000473,1,Geog/LSOA,524,1,Geog/LA
W01000610,1,Geog/LSOA,528,1,Geog/LA
W01000362,1,Geog/LSOA,522,1,Geog/LA
W01000510,1,Geog/LSOA,526,1,Geog/LA
W01000414,1,Geog/LSOA,522,1,Geog/LA
W01000294,1,Geog/LSOA,520,1,Geog/LA
W01000474,1,Geog/LSOA,524,1,Geog/LA
W01000611,1,Geog/LSOA,528,1,Geog/LA
W01000363,1,Geog/LSOA,522,1,Geog/LA
W01000511,1,Geog/LSOA,526,1,Geog/LA
W01000415,1,Geog/LSOA,522,1,Geog/LA
W01000295,1,Geog/LSOA,520,1,Geog/LA
W01000475,1,Geog/LSOA,524,1,Geog/LA
W01000612,1,Geog/LSOA,528,1,Geog/LA
W01000364,1,Geog/LSOA,522,1,Geog/LA
W01000512,1,Geog/LSOA,526,1,Geog/LA
W01000416,1,Geog/LSOA,522,1,Geog/LA
W01000296,1,Geog/LSOA,520,1,Geog/LA
W01000476,1,Geog/LSOA,524,1,Geog/LA
W01000613,1,Geog/LSOA,528,1,Geog/LA
W01000365,1,Geog/LSOA,522,1,Geog/LA
W01000513,1,Geog/LSOA,526,1,Geog/LA
W01000417,1,Geog/LSOA,522,1,Geog/LA
W01000297,1,Geog/LSOA,520,1,Geog/LA
W01000477,1,Geog/LSOA,524,1,Geog/LA
W01000614,1,Geog/LSOA,528,1,Geog/LA
W01000366,1,Geog/LSOA,522,1,Geog/LA
W01000515,1,Geog/LSOA,526,1,Geog/LA
W01000418,1,Geog/LSOA,522,1,Geog/LA
W01000298,1,Geog/LSOA,520,1,Geog/LA
W01000478,1,Geog/LSOA,524,1,Geog/LA
W01000367,1,Geog/LSOA,522,1,Geog/LA
W01000516,1,Geog/LSOA,526,1,Geog/LA
W01000419,1,Geog/LSOA,522,1,Geog/LA
W01000299,1,Geog/LSOA,520,1,Geog/LA
W01000479,1,Geog/LSOA,524,1,Geog/LA
W01000368,1,Geog/LSOA,522,1,Geog/LA
W01000517,1,Geog/LSOA,526,1,Geog/LA
W01000420,1,Geog/LSOA,522,1,Geog/LA
W01000300,1,Geog/LSOA,520,1,Geog/LA
W01000480,1,Geog/LSOA,524,1,Geog/LA
W01000617,1,Geog/LSOA,528,1,Geog/LA
W01000369,1,Geog/LSOA,522,1,Geog/LA
W01000518,1,Geog/LSOA,526,1,Geog/LA
W01000422,1,Geog/LSOA,522,1,Geog/LA
W01000301,1,Geog/LSOA,520,1,Geog/LA
W01000626,1,Geog/LSOA,530,1,Geog/LA
W01000618,1,Geog/LSOA,528,1,Geog/LA
W01000370,1,Geog/LSOA,522,1,Geog/LA
W01000519,1,Geog/LSOA,526,1,Geog/LA
W01000423,1,Geog/LSOA,522,1,Geog/LA
W01000302,1,Geog/LSOA,520,1,Geog/LA
W01000627,1,Geog/LSOA,530,1,Geog/LA
W01000619,1,Geog/LSOA,528,1,Geog/LA
W01000371,1,Geog/LSOA,522,1,Geog/LA
W01000522,1,Geog/LSOA,526,1,Geog/LA
W01000424,1,Geog/LSOA,522,1,Geog/LA
W01000303,1,Geog/LSOA,520,1,Geog/LA
W01000628,1,Geog/LSOA,530,1,Geog/LA
W01000372,1,Geog/LSOA,522,1,Geog/LA
W01000523,1,Geog/LSOA,526,1,Geog/LA
W01000425,1,Geog/LSOA,522,1,Geog/LA
W01000304,1,Geog/LSOA,520,1,Geog/LA
W01000629,1,Geog/LSOA,530,1,Geog/LA
W01000630,1,Geog/LSOA,530,1,Geog/LA
W01000631,1,Geog/LSOA,530,1,Geog/LA
W01000632,1,Geog/LSOA,530,1,Geog/LA
W01000633,1,Geog/LSOA,530,1,Geog/LA
W01000260,1,Geog/LSOA,520,1,Geog/LA
W01000261,1,Geog/LSOA,520,1,Geog/LA
W01000262,1,Geog/LSOA,520,1,Geog/LA
W01000263,1,Geog/LSOA,520,1,Geog/LA
W01000264,1,Geog/LSOA,520,1,Geog/LA
W01000265,1,Geog/LSOA,520,1,Geog/LA
W01000266,1,Geog/LSOA,520,1,Geog/LA
W01000267,1,Geog/LSOA,520,1,Geog/LA
W01000268,1,Geog/LSOA,520,1,Geog/LA
W01000269,1,Geog/LSOA,520,1,Geog/LA
W01000270,1,Geog/LSOA,520,1,Geog/LA
W01000271,1,Geog/LSOA,520,1,Geog/LA
W01000272,1,Geog/LSOA,520,1,Geog/LA
W01000622,1,Geog/LSOA,528,1,Geog/LA
W01000623,1,Geog/LSOA,528,1,Geog/LA
W01000305,1,Geog/LSOA,520,1,Geog/LA
W01000624,1,Geog/LSOA,530,1,Geog/LA
W01000426,1,Geog/LSOA,524,1,Geog/LA
W01000306,1,Geog/LSOA,520,1,Geog/LA
W01000625,1,Geog/LSOA,530,1,Geog/LA
W01000524,1,Geog/LSOA,526,1,Geog/LA
W01000373,1,Geog/LSOA,522,1,Geog/LA
W01000427,1,Geog/LSOA,524,1,Geog/LA
W01000307,1,Geog/LSOA,520,1,Geog/LA
W01000737,1,Geog/LSOA,532,1,Geog/LA
W01000139,1,Geog/LSOA,516,1,Geog/LA
W01000374,1,Geog/LSOA,522,1,Geog/LA
W01000428,1,Geog/LSOA,524,1,Geog/LA
W01000308,1,Geog/LSOA,520,1,Geog/LA
W01000381,1,Geog/LSOA,522,1,Geog/LA
W01000140,1,Geog/LSOA,516,1,Geog/LA
W01000375,1,Geog/LSOA,522,1,Geog/LA
W01000429,1,Geog/LSOA,524,1,Geog/LA
W01000309,1,Geog/LSOA,520,1,Geog/LA
W01000382,1,Geog/LSOA,522,1,Geog/LA
W01000141,1,Geog/LSOA,516,1,Geog/LA
W01000376,1,Geog/LSOA,522,1,Geog/LA
W01000430,1,Geog/LSOA,524,1,Geog/LA
W01000310,1,Geog/LSOA,520,1,Geog/LA
W01000142,1,Geog/LSOA,516,1,Geog/LA
W01000377,1,Geog/LSOA,522,1,Geog/LA
W01000431,1,Geog/LSOA,524,1,Geog/LA
W01000311,1,Geog/LSOA,520,1,Geog/LA
W01000384,1,Geog/LSOA,522,1,Geog/LA
W01000143,1,Geog/LSOA,516,1,Geog/LA
W01000378,1,Geog/LSOA,522,1,Geog/LA
W01000432,1,Geog/LSOA,524,1,Geog/LA
W01000312,1,Geog/LSOA,520,1,Geog/LA
W01000385,1,Geog/LSOA,522,1,Geog/LA
W01000144,1,Geog/LSOA,516,1,Geog/LA
W01000379,1,Geog/LSOA,522,1,Geog/LA
W01000433,1,Geog/LSOA,524,1,Geog/LA
W01000313,1,Geog/LSOA,520,1,Geog/LA
W01000386,1,Geog/LSOA,522,1,Geog/LA
W01000145,1,Geog/LSOA,516,1,Geog/LA
W01000380,1,Geog/LSOA,522,1,Geog/LA
W01000434,1,Geog/LSOA,524,1,Geog/LA
W01000314,1,Geog/LSOA,520,1,Geog/LA
W01000387,1,Geog/LSOA,522,1,Geog/LA
W01000146,1,Geog/LSOA,516,1,Geog/LA
W01000015,1,Geog/LSOA,512,1,Geog/LA
W01000438,1,Geog/LSOA,524,1,Geog/LA
W01000315,1,Geog/LSOA,520,1,Geog/LA
W01000388,1,Geog/LSOA,522,1,Geog/LA
W01000147,1,Geog/LSOA,516,1,Geog/LA
W01000016,1,Geog/LSOA,512,1,Geog/LA
W01000439,1,Geog/LSOA,524,1,Geog/LA
W01000316,1,Geog/LSOA,520,1,Geog/LA
W01000389,1,Geog/LSOA,522,1,Geog/LA
W01000148,1,Geog/LSOA,516,1,Geog/LA
W01000017,1,Geog/LSOA,512,1,Geog/LA
W01000440,1,Geog/LSOA,524,1,Geog/LA
W01000317,1,Geog/LSOA,520,1,Geog/LA
W01000390,1,Geog/LSOA,522,1,Geog/LA
W01000149,1,Geog/LSOA,516,1,Geog/LA
W01000018,1,Geog/LSOA,512,1,Geog/LA
W01000441,1,Geog/LSOA,524,1,Geog/LA
W01000318,1,Geog/LSOA,520,1,Geog/LA
W01000391,1,Geog/LSOA,522,1,Geog/LA
W01000150,1,Geog/LSOA,516,1,Geog/LA
W01000019,1,Geog/LSOA,512,1,Geog/LA
W01000442,1,Geog/LSOA,524,1,Geog/LA
W01000319,1,Geog/LSOA,520,1,Geog/LA
W01000392,1,Geog/LSOA,522,1,Geog/LA
W01000151,1,Geog/LSOA,516,1,Geog/LA
W01000443,1,Geog/LSOA,524,1,Geog/LA
W01000320,1,Geog/LSOA,520,1,Geog/LA
W01000393,1,Geog/LSOA,522,1,Geog/LA
W01000021,1,Geog/LSOA,512,1,Geog/LA
W01000444,1,Geog/LSOA,524,1,Geog/LA
W01000321,1,Geog/LSOA,520,1,Geog/LA
W01000445,1,Geog/LSOA,524,1,Geog/LA
W01000022,1,Geog/LSOA,512,1,Geog/LA
W01000023,1,Geog/LSOA,512,1,Geog/LA
W01000024,1,Geog/LSOA,512,1,Geog/LA
W01000025,1,Geog/LSOA,512,1,Geog/LA
W01000026,1,Geog/LSOA,512,1,Geog/LA
W01000027,1,Geog/LSOA,512,1,Geog/LA
W01000446,1,Geog/LSOA,524,1,Geog/LA
W01000481,1,Geog/LSOA,524,1,Geog/LA
W01000447,1,Geog/LSOA,524,1,Geog/LA
W01000050,1,Geog/LSOA,514,1,Geog/LA
W01000051,1,Geog/LSOA,514,1,Geog/LA
W01000223,1,Geog/LSOA,518,1,Geog/LA
W01000028,1,Geog/LSOA,512,1,Geog/LA
W01000052,1,Geog/LSOA,514,1,Geog/LA
W01000224,1,Geog/LSOA,518,1,Geog/LA
W01000029,1,Geog/LSOA,512,1,Geog/LA
W01000053,1,Geog/LSOA,514,1,Geog/LA
W01000225,1,Geog/LSOA,518,1,Geog/LA
W01000030,1,Geog/LSOA,512,1,Geog/LA
W01000054,1,Geog/LSOA,514,1,Geog/LA
W01000226,1,Geog/LSOA,518,1,Geog/LA
W01000031,1,Geog/LSOA,512,1,Geog/LA
W01000056,1,Geog/LSOA,514,1,Geog/LA
W01000227,1,Geog/LSOA,518,1,Geog/LA
W01000057,1,Geog/LSOA,514,1,Geog/LA
W01000228,1,Geog/LSOA,518,1,Geog/LA
W01000033,1,Geog/LSOA,512,1,Geog/LA
W01000059,1,Geog/LSOA,514,1,Geog/LA
W01000229,1,Geog/LSOA,518,1,Geog/LA
W01000034,1,Geog/LSOA,512,1,Geog/LA
W01000060,1,Geog/LSOA,514,1,Geog/LA
W01000230,1,Geog/LSOA,518,1,Geog/LA
W01000035,1,Geog/LSOA,512,1,Geog/LA
W01000061,1,Geog/LSOA,514,1,Geog/LA
W01000231,1,Geog/LSOA,518,1,Geog/LA
W01000036,1,Geog/LSOA,512,1,Geog/LA
W01000062,1,Geog/LSOA,514,1,Geog/LA
W01000232,1,Geog/LSOA,518,1,Geog/LA
W01000037,1,Geog/LSOA,512,1,Geog/LA
W01000063,1,Geog/LSOA,514,1,Geog/LA
W01000233,1,Geog/LSOA,518,1,Geog/LA
W01000038,1,Geog/LSOA,512,1,Geog/LA
W01000064,1,Geog/LSOA,514,1,Geog/LA
W01000234,1,Geog/LSOA,518,1,Geog/LA
W01000184,1,Geog/LSOA,516,1,Geog/LA
W01000065,1,Geog/LSOA,514,1,Geog/LA
W01000235,1,Geog/LSOA,518,1,Geog/LA
W01000185,1,Geog/LSOA,516,1,Geog/LA
W01000066,1,Geog/LSOA,514,1,Geog/LA
W01000236,1,Geog/LSOA,518,1,Geog/LA
W01000186,1,Geog/LSOA,516,1,Geog/LA
W01000067,1,Geog/LSOA,514,1,Geog/LA
W01000237,1,Geog/LSOA,518,1,Geog/LA
W01000238,1,Geog/LSOA,518,1,Geog/LA
W01000239,1,Geog/LSOA,518,1,Geog/LA
W01000240,1,Geog/LSOA,518,1,Geog/LA
W01000241,1,Geog/LSOA,518,1,Geog/LA
W01000242,1,Geog/LSOA,518,1,Geog/LA
W01000243,1,Geog/LSOA,518,1,Geog/LA
W01000244,1,Geog/LSOA,518,1,Geog/LA
W01000245,1,Geog/LSOA,518,1,Geog/LA
W01000246,1,Geog/LSOA,518,1,Geog/LA
W01000247,1,Geog/LSOA,518,1,Geog/LA
W01000248,1,Geog/LSOA,518,1,Geog/LA
W01000249,1,Geog/LSOA,520,1,Geog/LA
W01000250,1,Geog/LSOA,520,1,Geog/LA
W01000251,1,Geog/LSOA,520,1,Geog/LA
W01000252,1,Geog/LSOA,520,1,Geog/LA
W01000253,1,Geog/LSOA,520,1,Geog/LA
W01000254,1,Geog/LSOA,520,1,Geog/LA
W01000255,1,Geog/LSOA,520,1,Geog/LA
W01000256,1,Geog/LSOA,520,1,Geog/LA
W01000257,1,Geog/LSOA,520,1,Geog/LA
W01000258,1,Geog/LSOA,520,1,Geog/LA
W01000259,1,Geog/LSOA,520,1,Geog/LA
W01000040,1,Geog/LSOA,512,1,Geog/LA
W01000041,1,Geog/LSOA,512,1,Geog/LA
W01000042,1,Geog/LSOA,512,1,Geog/LA
W01000044,1,Geog/LSOA,512,1,Geog/LA
W01000047,1,Geog/LSOA,514,1,Geog/LA
W01000101,1,Geog/LSOA,514,1,Geog/LA
W01000068,1,Geog/LSOA,514,1,Geog/LA
W01000187,1,Geog/LSOA,516,1,Geog/LA
W01000102,1,Geog/LSOA,514,1,Geog/LA
W01000188,1,Geog/LSOA,516,1,Geog/LA
W01000070,1,Geog/LSOA,514,1,Geog/LA
W01000103,1,Geog/LSOA,514,1,Geog/LA
W01000189,1,Geog/LSOA,516,1,Geog/LA
W01000071,1,Geog/LSOA,514,1,Geog/LA
W01000104,1,Geog/LSOA,514,1,Geog/LA
W01000190,1,Geog/LSOA,516,1,Geog/LA
W01000072,1,Geog/LSOA,514,1,Geog/LA
W01000105,1,Geog/LSOA,514,1,Geog/LA
W01000191,1,Geog/LSOA,518,1,Geog/LA
W01000073,1,Geog/LSOA,514,1,Geog/LA
W01000106,1,Geog/LSOA,514,1,Geog/LA
W01000192,1,Geog/LSOA,518,1,Geog/LA
W01000074,1,Geog/LSOA,514,1,Geog/LA
W01000107,1,Geog/LSOA,514,1,Geog/LA
W01000193,1,Geog/LSOA,518,1,Geog/LA
W01000075,1,Geog/LSOA,514,1,Geog/LA
W01000108,1,Geog/LSOA,514,1,Geog/LA
W01000194,1,Geog/LSOA,518,1,Geog/LA
W01000076,1,Geog/LSOA,514,1,Geog/LA
W01000109,1,Geog/LSOA,514,1,Geog/LA
W01000195,1,Geog/LSOA,518,1,Geog/LA
W01000077,1,Geog/LSOA,514,1,Geog/LA
W01000110,1,Geog/LSOA,514,1,Geog/LA
W01000196,1,Geog/LSOA,518,1,Geog/LA
W01000078,1,Geog/LSOA,514,1,Geog/LA
W01000111,1,Geog/LSOA,514,1,Geog/LA
W01000197,1,Geog/LSOA,518,1,Geog/LA
W01000112,1,Geog/LSOA,514,1,Geog/LA
W01000080,1,Geog/LSOA,514,1,Geog/LA
W01000198,1,Geog/LSOA,518,1,Geog/LA
W01000113,1,Geog/LSOA,514,1,Geog/LA
W01000081,1,Geog/LSOA,514,1,Geog/LA
W01000199,1,Geog/LSOA,518,1,Geog/LA
W01000114,1,Geog/LSOA,514,1,Geog/LA
W01000082,1,Geog/LSOA,514,1,Geog/LA
W01000200,1,Geog/LSOA,518,1,Geog/LA
W01000115,1,Geog/LSOA,514,1,Geog/LA
W01000083,1,Geog/LSOA,514,1,Geog/LA
W01000201,1,Geog/LSOA,518,1,Geog/LA
W01000116,1,Geog/LSOA,514,1,Geog/LA
W01000084,1,Geog/LSOA,514,1,Geog/LA
W01000202,1,Geog/LSOA,518,1,Geog/LA
W01000117,1,Geog/LSOA,514,1,Geog/LA
W01000085,1,Geog/LSOA,514,1,Geog/LA
W01000203,1,Geog/LSOA,518,1,Geog/LA
W01000118,1,Geog/LSOA,514,1,Geog/LA
W01000086,1,Geog/LSOA,514,1,Geog/LA
W01000204,1,Geog/LSOA,518,1,Geog/LA
W01000119,1,Geog/LSOA,514,1,Geog/LA
W01000087,1,Geog/LSOA,514,1,Geog/LA
W01000205,1,Geog/LSOA,518,1,Geog/LA
W01000121,1,Geog/LSOA,516,1,Geog/LA
W01000003,1,Geog/LSOA,512,1,Geog/LA
W01000088,1,Geog/LSOA,514,1,Geog/LA
W01000206,1,Geog/LSOA,518,1,Geog/LA
W01000122,1,Geog/LSOA,516,1,Geog/LA
W01000089,1,Geog/LSOA,514,1,Geog/LA
